Batter,Bowler,Balls Faced,Runs Scored (Batter),Total Runs (Incl. Extras),Wickets Taken,Strike Rate,Dismissal Rate
DJ Hooda,Washington Sundar,2,2,2,0,100.0,0.0
DJ Hooda,Yash Dayal,5,9,9,0,180.0,0.0
DJ Hooda,Zeeshan Ansari,2,3,3,0,150.0,0.0
DJ Malan,AR Patel,8,4,5,1,50.0,12.5
DJ Malan,Avesh Khan,3,1,1,0,33.33333333333333,0.0
DJ Malan,I Sharma,5,12,12,0,240.0,0.0
DJ Malan,K Rabada,2,1,1,0,50.0,0.0
DJ Malan,Lalit Yadav,8,8,8,0,100.0,0.0
DJ Mitchell,A Nortje,1,1,1,0,100.0,0.0
DJ Mitchell,AD Russell,2,1,2,0,50.0,0.0
DJ Mitchell,AR Patel,10,14,14,1,140.0,10.0
DJ Mitchell,AS Joseph,3,4,4,0,133.33333333333331,0.0
DJ Mitchell,Arshdeep Singh,6,12,12,0,200.0,0.0
DJ Mitchell,B Kumar,6,9,9,0,150.0,0.0
DJ Mitchell,C Green,2,1,1,1,50.0,50.0
DJ Mitchell,CV Varun,5,4,4,0,80.0,0.0
DJ Mitchell,DR Sams,5,2,3,1,40.0,20.0
DJ Mitchell,G Coetzee,2,3,3,0,150.0,0.0
DJ Mitchell,GJ Maxwell,7,4,9,0,57.14285714285714,0.0
DJ Mitchell,HH Pandya,7,5,7,1,71.42857142857143,14.285714285714285
DJ Mitchell,HV Patel,8,8,8,1,100.0,12.5
DJ Mitchell,Harpreet Brar,1,4,4,0,400.0,0.0
DJ Mitchell,I Sharma,1,1,1,0,100.0,0.0
DJ Mitchell,JD Unadkat,10,13,13,1,130.0,10.0
DJ Mitchell,JJ Bumrah,7,9,9,0,128.57142857142858,0.0
DJ Mitchell,JR Hazlewood,7,0,0,1,0.0,14.285714285714285
DJ Mitchell,K Kartikeya,12,12,12,0,100.0,0.0
DJ Mitchell,K Rabada,2,4,4,0,200.0,0.0
DJ Mitchell,KA Pollard,3,2,2,0,66.66666666666666,0.0
DJ Mitchell,KK Ahmed,6,5,5,0,83.33333333333334,0.0
DJ Mitchell,KV Sharma,5,14,14,0,280.0,0.0
DJ Mitchell,Kartik Tyagi,6,13,14,0,216.66666666666663,0.0
DJ Mitchell,MJ Henry,5,4,4,0,80.0,0.0
DJ Mitchell,MM Sharma,9,8,8,1,88.88888888888889,11.11111111111111
DJ Mitchell,Mayank Dagar,8,3,3,0,37.5,0.0
DJ Mitchell,Mohammed Siraj,3,3,3,0,100.0,0.0
DJ Mitchell,Mohsin Khan,2,5,5,0,250.0,0.0
DJ Mitchell,N Burger,2,2,2,0,100.0,0.0
DJ Mitchell,Noor Ahmad,4,4,4,0,100.0,0.0
DJ Mitchell,PJ Cummins,10,19,19,0,190.0,0.0
DJ Mitchell,PWH de Silva,5,4,5,0,80.0,0.0
DJ Mitchell,R Ashwin,6,11,11,0,183.3333333333333,0.0
DJ Mitchell,RD Chahar,2,2,2,0,100.0,0.0
DJ Mitchell,RP Meredith,1,1,1,0,100.0,0.0
DJ Mitchell,Rashid Khan,12,25,25,0,208.33333333333331,0.0
DJ Mitchell,Rasikh Salam,8,13,14,0,162.5,0.0
DJ Mitchell,Ravi Bishnoi,2,2,2,0,100.0,0.0
DJ Mitchell,S Sandeep Warrier,9,20,20,0,222.22222222222223,0.0
DJ Mitchell,SH Johnson,8,9,9,0,112.5,0.0
DJ Mitchell,SM Curran,6,7,7,0,116.66666666666669,0.0
DJ Mitchell,SP Narine,8,17,17,1,212.5,12.5
DJ Mitchell,Sandeep Sharma,5,9,10,0,180.0,0.0
DJ Mitchell,Shahbaz Ahmed,10,18,18,0,180.0,0.0
DJ Mitchell,T Natarajan,10,9,9,1,90.0,10.0
DJ Mitchell,UT Yadav,6,8,8,0,133.33333333333331,0.0
DJ Mitchell,VG Arora,5,3,3,0,60.0,0.0
DJ Mitchell,YS Chahal,1,0,0,1,0.0,100.0
DJ Mitchell,Yash Dayal,2,0,0,1,0.0,50.0
DJ Mitchell,Yash Thakur,1,0,0,1,0.0,100.0
DJ Willey,AD Russell,8,7,12,0,87.5,0.0
DJ Willey,CV Varun,13,11,13,0,84.61538461538461,0.0
DJ Willey,SN Thakur,5,8,8,0,160.0,0.0
DJ Willey,SP Narine,14,7,7,1,50.0,7.142857142857142
DJ Willey,Sandeep Sharma,2,4,4,0,200.0,0.0
DJ Willey,Suyash Sharma,9,8,8,0,88.88888888888889,0.0
DJ Willey,UT Yadav,7,1,1,0,14.285714285714285,0.0
DJ Willey,VG Arora,4,7,8,0,175.0,0.0
DJ Willey,YS Chahal,2,0,0,2,0.0,100.0
DL Chahar,Avesh Khan,1,1,1,0,100.0,0.0
DL Chahar,KH Pandya,1,0,0,1,0.0,100.0
DL Chahar,KK Ahmed,4,12,12,0,300.0,0.0
DL Chahar,M Prasidh Krishna,3,5,5,0,166.66666666666669,0.0
DL Chahar,MR Marsh,2,1,1,0,50.0,0.0
DL Chahar,Mohammed Siraj,3,2,2,0,66.66666666666666,0.0
DL Chahar,NT Ellis,7,15,16,0,214.28571428571428,0.0
DL Chahar,Noor Ahmad,4,1,1,0,25.0,0.0
DL Chahar,Rashid Khan,2,1,1,0,50.0,0.0
DL Chahar,SP Narine,1,1,1,0,100.0,0.0
DP Conway,A Nortje,21,30,30,1,142.85714285714286,4.761904761904762
DP Conway,A Zampa,10,15,15,1,150.0,10.0
DP Conway,AK Markram,14,27,27,0,192.8571428571429,0.0
DP Conway,AR Patel,15,21,21,1,140.0,6.666666666666667
DP Conway,Akash Madhwal,2,1,1,1,50.0,50.0
DP Conway,Arshdeep Singh,12,19,19,0,158.33333333333331,0.0
DP Conway,Avesh Khan,5,9,9,0,180.0,0.0
DP Conway,B Kumar,21,17,20,0,80.95238095238095,0.0
DP Conway,C Sakariya,10,16,17,0,160.0,0.0
DP Conway,CV Varun,16,22,22,1,137.5,6.25
DP Conway,D Wiese,10,21,21,0,210.0,0.0
DP Conway,DG Nalkande,10,14,15,0,140.0,0.0
DP Conway,DR Sams,1,0,0,1,0.0,100.0
DP Conway,G Coetzee,7,10,12,0,142.85714285714286,0.0
DP Conway,GJ Maxwell,24,28,28,0,116.66666666666669,0.0
DP Conway,HH Pandya,13,15,17,0,115.38461538461536,0.0
DP Conway,HV Patel,10,14,15,1,140.0,10.0
DP Conway,Harshit Rana,5,6,6,0,120.0,0.0
DP Conway,I Sharma,2,0,2,0,0.0,0.0
DP Conway,J Little,5,13,13,0,260.0,0.0
DP Conway,JC Archer,17,19,20,0,111.76470588235294,0.0
DP Conway,JO Holder,11,13,13,0,118.1818181818182,0.0
DP Conway,JP Behrendorff,4,0,0,1,0.0,25.0
DP Conway,JR Hazlewood,3,2,2,0,66.66666666666666,0.0
DP Conway,K Khejroliya,2,5,5,0,250.0,0.0
DP Conway,K Rabada,13,21,21,0,161.53846153846155,0.0
DP Conway,K Yadav,1,1,1,0,100.0,0.0
DP Conway,KH Pandya,6,14,14,0,233.33333333333331,0.0
DP Conway,KK Ahmed,26,32,35,1,123.07692307692308,3.8461538461538463
DP Conway,KR Mayers,6,4,5,0,66.66666666666666,0.0
DP Conway,KR Sen,7,4,4,0,57.14285714285714,0.0
DP Conway,Kuldeep Yadav,20,43,45,0,215.0,0.0
DP Conway,LH Ferguson,7,4,7,0,57.14285714285714,0.0
DP Conway,LS Livingstone,4,11,11,0,275.0,0.0
DP Conway,Lalit Yadav,12,23,24,0,191.66666666666669,0.0
DP Conway,M Jansen,36,69,73,0,191.66666666666669,0.0
DP Conway,M Markande,12,14,14,0,116.66666666666669,0.0
DP Conway,M Prasidh Krishna,9,5,12,0,55.55555555555556,0.0
DP Conway,M Shahrukh Khan,2,2,2,0,100.0,0.0
DP Conway,MA Starc,4,3,7,0,75.0,0.0
DP Conway,MA Wood,6,13,17,1,216.66666666666663,16.666666666666664
DP Conway,MM Ali,5,2,2,2,40.0,40.0
DP Conway,MM Sharma,7,10,10,0,142.85714285714286,0.0
DP Conway,MP Stoinis,6,8,9,0,133.33333333333331,0.0
DP Conway,MR Marsh,6,12,12,0,200.0,0.0
DP Conway,Mayank Dagar,7,8,8,0,114.28571428571428,0.0
DP Conway,Mohammed Siraj,16,20,20,0,125.0,0.0
DP Conway,Mukesh Kumar,6,4,6,0,66.66666666666666,0.0
DP Conway,Noor Ahmad,23,23,25,1,100.0,4.3478260869565215
DP Conway,PP Chawla,9,6,6,0,66.66666666666666,0.0
DP Conway,PWH de Silva,16,30,30,1,187.5,6.25
DP Conway,R Ashwin,8,5,5,1,62.5,12.5
DP Conway,R Goyal,10,13,14,0,130.0,0.0
DP Conway,R Sai Kishore,5,5,5,0,100.0,0.0
DP Conway,RD Chahar,10,18,18,0,180.0,0.0
DP Conway,Rashid Khan,16,30,31,1,187.5,6.25
DP Conway,Ravi Bishnoi,2,3,3,0,150.0,0.0
DP Conway,SM Curran,12,17,19,0,141.66666666666669,0.0
DP Conway,SN Thakur,9,7,7,1,77.77777777777779,11.11111111111111
DP Conway,SP Narine,10,13,13,0,130.0,0.0
DP Conway,Sandeep Sharma,10,6,6,0,60.0,0.0
DP Conway,Shahbaz Ahmed,9,17,17,0,188.88888888888889,0.0
DP Conway,Shashank Singh,3,6,6,0,200.0,0.0
DP Conway,Shivam Mavi,5,2,2,0,40.0,0.0
DP Conway,Sikandar Raza,10,18,18,0,180.0,0.0
DP Conway,Suyash Sharma,8,6,6,0,75.0,0.0
DP Conway,T Natarajan,9,19,20,0,211.11111111111111,0.0
DP Conway,T Stubbs,5,5,5,0,100.0,0.0
DP Conway,TA Boult,6,12,12,0,200.0,0.0
DP Conway,TU Deshpande,5,6,6,0,120.0,0.0
DP Conway,UT Yadav,7,2,2,1,28.57142857142857,14.285714285714285
DP Conway,Umran Malik,13,16,18,1,123.07692307692308,7.6923076923076925
DP Conway,V Nigam,1,0,0,1,0.0,100.0
DP Conway,VG Arora,19,22,22,0,115.78947368421052,0.0
DP Conway,Vijaykumar Vyshak,12,32,32,0,266.66666666666663,0.0
DP Conway,WD Parnell,6,13,13,0,216.66666666666663,0.0
DP Conway,Washington Sundar,8,5,5,0,62.5,0.0
DP Conway,YS Chahal,18,24,25,1,133.33333333333331,5.555555555555555
DP Conway,Yash Thakur,17,16,20,0,94.11764705882352,0.0
DP Conway,Yudhvir Singh,3,4,4,1,133.33333333333331,33.33333333333333
DR Sams,A Nortje,1,0,0,0,0.0,0.0
DR Sams,Avesh Khan,2,3,3,0,150.0,0.0
DR Sams,CJ Jordan,1,0,0,0,0.0,0.0
DR Sams,DJ Bravo,1,0,0,1,0.0,100.0
DR Sams,Fazalhaq Farooqi,2,1,1,0,50.0,0.0
DR Sams,JO Holder,1,1,1,0,100.0,0.0
DR Sams,KH Pandya,2,0,0,2,0.0,100.0
DR Sams,KR Sen,1,6,6,0,600.0,0.0
DR Sams,LH Ferguson,2,0,0,1,0.0,50.0
DR Sams,M Theekshana,2,5,5,0,250.0,0.0
DR Sams,Mukesh Choudhary,5,0,1,1,0.0,20.0
DR Sams,PJ Cummins,2,1,1,1,50.0,50.0
DR Sams,PVD Chameera,5,2,3,0,40.0,0.0
DR Sams,Ravi Bishnoi,3,3,3,1,100.0,33.33333333333333
DR Sams,SN Thakur,3,7,8,0,233.33333333333331,0.0
DR Sams,Simarjeet Singh,2,1,1,0,50.0,0.0
DR Sams,Umran Malik,4,1,2,1,25.0,25.0
DR Sams,Washington Sundar,6,13,13,0,216.66666666666663,0.0
DR Sams,YS Chahal,1,0,0,1,0.0,100.0
DS Rathi,C Bosch,2,0,1,0,0.0,0.0
DS Rathi,TA Boult,2,1,1,1,50.0,50.0
DT Christian,B Kumar,2,1,1,0,50.0,0.0
DT Christian,Imran Tahir,2,1,1,0,50.0,0.0
DT Christian,JJ Bumrah,3,0,0,1,0.0,33.33333333333333
DT Christian,LH Ferguson,4,6,6,0,150.0,0.0
DT Christian,MC Henriques,1,0,0,1,0.0,100.0
DT Christian,RA Jadeja,1,0,0,0,0.0,0.0
DT Christian,RD Chahar,1,1,1,0,100.0,0.0
DT Christian,S Kaul,2,0,0,1,0.0,50.0
DT Christian,Shivam Mavi,4,3,4,0,75.0,0.0
DT Christian,T Natarajan,2,1,1,1,50.0,50.0
DT Christian,TA Boult,2,1,1,0,50.0,0.0
Dhruv Jurel,A Mishra,5,7,7,0,140.0,0.0
Dhruv Jurel,A Nortje,3,5,5,1,166.66666666666669,33.33333333333333
Dhruv Jurel,A Zampa,7,3,3,1,42.85714285714285,14.285714285714285
Dhruv Jurel,AK Markram,2,7,7,0,350.0,0.0
Dhruv Jurel,AR Patel,3,3,3,0,100.0,0.0
Dhruv Jurel,AS Joseph,2,5,5,0,250.0,0.0
Dhruv Jurel,Abhishek Sharma,19,32,32,0,168.42105263157893,0.0
Dhruv Jurel,Akash Singh,3,2,2,1,66.66666666666666,33.33333333333333
Dhruv Jurel,Arshad Khan,2,2,2,0,100.0,0.0
Dhruv Jurel,Arshdeep Singh,14,29,35,0,207.1428571428572,0.0
Dhruv Jurel,Avesh Khan,5,5,5,1,100.0,20.0
Dhruv Jurel,Azmatullah Omarzai,11,24,24,0,218.18181818181816,0.0
Dhruv Jurel,B Kumar,10,24,24,0,240.0,0.0
Dhruv Jurel,C Bosch,1,0,1,0,0.0,0.0
Dhruv Jurel,C Green,3,1,1,0,33.33333333333333,0.0
Dhruv Jurel,CV Varun,8,2,2,1,25.0,12.5
Dhruv Jurel,DJ Willey,5,10,11,0,200.0,0.0
Dhruv Jurel,HH Pandya,1,1,1,0,100.0,0.0
Dhruv Jurel,HV Patel,12,13,15,1,108.33333333333331,8.333333333333332
Dhruv Jurel,Harpreet Brar,6,4,4,0,66.66666666666666,0.0
Dhruv Jurel,Harshit Rana,11,21,21,1,190.9090909090909,9.090909090909092
Dhruv Jurel,J Little,5,4,4,0,80.0,0.0
Dhruv Jurel,JJ Bumrah,5,2,2,0,40.0,0.0
Dhruv Jurel,JR Hazlewood,7,2,3,1,28.57142857142857,14.285714285714285
Dhruv Jurel,K Khejroliya,3,4,5,0,133.33333333333331,0.0
Dhruv Jurel,K Rabada,3,1,1,0,33.33333333333333,0.0
Dhruv Jurel,KH Pandya,25,23,25,0,92.0,0.0
Dhruv Jurel,KK Ahmed,2,1,1,0,50.0,0.0
Dhruv Jurel,KV Sharma,7,14,14,1,200.0,14.285714285714285
Dhruv Jurel,Kuldeep Yadav,9,12,12,0,133.33333333333331,0.0
Dhruv Jurel,LH Ferguson,2,1,1,0,50.0,0.0
Dhruv Jurel,M Jansen,2,1,1,1,50.0,50.0
Dhruv Jurel,M Pathirana,9,26,26,0,288.88888888888886,0.0
Dhruv Jurel,M Theekshana,1,1,1,0,100.0,0.0
Dhruv Jurel,MA Starc,4,4,4,1,100.0,25.0
Dhruv Jurel,MG Bracewell,4,1,1,1,25.0,25.0
Dhruv Jurel,MM Ali,9,11,11,0,122.22222222222224,0.0
Dhruv Jurel,MM Sharma,7,17,17,0,242.85714285714283,0.0
Dhruv Jurel,MP Stoinis,4,12,12,0,300.0,0.0
Dhruv Jurel,Mohammed Shami,5,9,9,1,180.0,20.0
Dhruv Jurel,Mohammed Siraj,10,21,24,0,210.0,0.0
Dhruv Jurel,Mohsin Khan,8,25,25,0,312.5,0.0
Dhruv Jurel,Mukesh Kumar,4,12,12,0,300.0,0.0
Dhruv Jurel,NT Ellis,3,8,8,0,266.66666666666663,0.0
Dhruv Jurel,Naveen-ul-Haq,7,5,7,0,71.42857142857143,0.0
Dhruv Jurel,Noor Ahmad,12,18,18,2,150.0,16.666666666666664
Dhruv Jurel,PJ Cummins,20,37,38,1,185.0,5.0
Dhruv Jurel,Prince Yadav,1,1,1,0,100.0,0.0
Dhruv Jurel,R Ashwin,5,8,8,0,160.0,0.0
Dhruv Jurel,RA Jadeja,9,13,13,0,144.44444444444443,0.0
Dhruv Jurel,RD Chahar,5,11,11,0,220.00000000000003,0.0
Dhruv Jurel,RJW Topley,2,1,1,1,50.0,50.0
Dhruv Jurel,RP Meredith,1,0,0,1,0.0,100.0
Dhruv Jurel,Rashid Khan,3,2,2,1,66.66666666666666,33.33333333333333
Dhruv Jurel,Ravi Bishnoi,4,9,9,0,225.0,0.0
Dhruv Jurel,SH Johnson,4,1,1,0,25.0,0.0
Dhruv Jurel,SM Curran,10,11,12,1,110.0,10.0
Dhruv Jurel,SN Thakur,8,12,12,0,150.0,0.0
Dhruv Jurel,SP Narine,3,1,1,1,33.33333333333333,33.33333333333333
Dhruv Jurel,Shahbaz Ahmed,4,9,9,0,225.0,0.0
Dhruv Jurel,Simarjeet Singh,10,26,27,0,260.0,0.0
Dhruv Jurel,Suyash Sharma,20,25,26,0,125.0,0.0
Dhruv Jurel,T Natarajan,10,7,7,0,70.0,0.0
Dhruv Jurel,TU Deshpande,10,21,21,1,210.0,10.0
Dhruv Jurel,VG Arora,2,2,2,0,100.0,0.0
Dhruv Jurel,WD Parnell,3,0,0,0,0.0,0.0
Dhruv Jurel,YS Chahal,10,13,13,0,130.0,0.0
Dhruv Jurel,Yash Dayal,9,16,16,0,177.77777777777777,0.0
Dhruv Jurel,Yash Thakur,13,19,19,0,146.15384615384613,0.0
E Lewis,Arshdeep Singh,1,0,0,1,0.0,100.0
E Lewis,B Kumar,3,1,1,1,33.33333333333333,33.33333333333333
E Lewis,D Pretorius,10,14,16,0,140.0,0.0
E Lewis,DJ Bravo,3,6,6,0,200.0,0.0
E Lewis,DJ Hooda,4,8,8,0,200.0,0.0
E Lewis,DT Christian,4,3,3,0,75.0,0.0
E Lewis,GHS Garton,12,21,21,1,175.0,8.333333333333332
E Lewis,GJ Maxwell,7,9,9,0,128.57142857142858,0.0
E Lewis,HV Patel,14,22,23,0,157.14285714285714,0.0
E Lewis,IC Porel,11,23,24,0,209.0909090909091,0.0
E Lewis,J Yadav,3,7,7,0,233.33333333333331,0.0
E Lewis,JJ Bumrah,7,9,9,1,128.57142857142858,14.285714285714285
E Lewis,JR Hazlewood,3,0,3,0,0.0,0.0
E Lewis,Kuldeep Yadav,5,3,3,0,60.0,0.0
E Lewis,Lalit Yadav,8,2,4,1,25.0,12.5
E Lewis,Mohammed Shami,11,6,6,0,54.54545454545454,0.0
E Lewis,Mohammed Siraj,3,3,3,0,100.0,0.0
E Lewis,NM Coulter-Nile,3,5,5,0,166.66666666666669,0.0
E Lewis,S Dube,4,16,16,0,400.0,0.0
E Lewis,SM Curran,6,14,14,0,233.33333333333331,0.0
E Lewis,SN Thakur,6,13,13,1,216.66666666666663,16.666666666666664
E Lewis,Sandeep Sharma,3,6,6,0,200.0,0.0
E Lewis,TA Boult,7,3,4,0,42.85714285714285,0.0
E Lewis,TU Deshpande,8,19,20,0,237.5,0.0
E Lewis,VR Aaron,4,9,9,1,225.0,25.0
E Lewis,Washington Sundar,3,0,0,1,0.0,33.33333333333333
E Lewis,YS Chahal,3,2,2,0,66.66666666666666,0.0
EJG Morgan,A Nortje,3,0,0,1,0.0,33.33333333333333
EJG Morgan,AF Milne,3,1,1,0,33.33333333333333,0.0
EJG Morgan,Arshdeep Singh,2,2,2,0,100.0,0.0
EJG Morgan,B Kumar,1,1,1,0,100.0,0.0
EJG Morgan,C Sakariya,3,1,2,0,33.33333333333333,0.0
EJG Morgan,CH Morris,5,6,14,0,120.0,0.0
EJG Morgan,CJ Jordan,5,6,6,0,120.0,0.0
EJG Morgan,DJ Hooda,8,14,14,0,175.0,0.0
EJG Morgan,DL Chahar,3,5,5,1,166.66666666666669,33.33333333333333
EJG Morgan,DT Christian,1,1,1,0,100.0,0.0
EJG Morgan,GHS Garton,4,3,3,0,75.0,0.0
EJG Morgan,GJ Maxwell,7,15,15,0,214.28571428571428,0.0
EJG Morgan,HV Patel,6,3,3,1,50.0,16.666666666666664
EJG Morgan,JJ Bumrah,6,6,6,1,100.0,16.666666666666664
EJG Morgan,JR Hazlewood,6,1,1,2,16.666666666666664,33.33333333333333
EJG Morgan,L Ngidi,6,3,4,0,50.0,0.0
EJG Morgan,Lalit Yadav,1,0,0,1,0.0,100.0
EJG Morgan,MP Stoinis,1,0,1,0,0.0,0.0
EJG Morgan,Mohammad Nabi,2,1,1,1,50.0,50.0
EJG Morgan,Mohammed Shami,13,18,18,1,138.46153846153845,7.6923076923076925
EJG Morgan,Mohammed Siraj,2,1,1,0,50.0,0.0
EJG Morgan,Mustafizur Rahman,4,6,6,0,150.0,0.0
EJG Morgan,R Ashwin,2,0,0,1,0.0,50.0
EJG Morgan,RA Jadeja,7,8,8,0,114.28571428571428,0.0
EJG Morgan,RD Chahar,6,7,7,1,116.66666666666669,16.666666666666664
EJG Morgan,Rashid Khan,1,1,1,0,100.0,0.0
EJG Morgan,Ravi Bishnoi,14,9,9,1,64.28571428571429,7.142857142857142
EJG Morgan,S Kaul,1,1,1,0,100.0,0.0
EJG Morgan,SN Thakur,8,2,2,0,25.0,0.0
EJG Morgan,Washington Sundar,7,8,10,0,114.28571428571428,0.0
EJG Morgan,YS Chahal,4,3,3,0,75.0,0.0
F du Plessis,A Mishra,12,12,12,1,100.0,8.333333333333332
F du Plessis,A Nortje,3,2,2,1,66.66666666666666,33.33333333333333
F du Plessis,A Zampa,11,14,14,0,127.27272727272728,0.0
F du Plessis,AD Russell,16,25,27,0,156.25,0.0
F du Plessis,AR Patel,20,18,18,1,90.0,5.0
F du Plessis,AS Roy,12,6,7,1,50.0,8.333333333333332
F du Plessis,Abhishek Sharma,29,38,38,0,131.0344827586207,0.0
F du Plessis,Akash Madhwal,10,16,18,0,160.0,0.0
F du Plessis,Akash Singh,9,20,20,0,222.22222222222223,0.0
F du Plessis,Arshad Khan,11,3,5,2,27.27272727272727,18.181818181818183
F du Plessis,Arshdeep Singh,55,62,76,1,112.72727272727272,1.818181818181818
F du Plessis,Avesh Khan,36,50,52,1,138.88888888888889,2.7777777777777777
F du Plessis,Azmatullah Omarzai,9,23,27,0,255.55555555555557,0.0
F du Plessis,B Kumar,39,62,62,0,158.97435897435898,0.0
F du Plessis,Basil Thampi,7,2,4,0,28.57142857142857,0.0
F du Plessis,C Green,11,25,25,1,227.27272727272728,9.090909090909092
F du Plessis,C Sakariya,10,17,17,0,170.0,0.0
F du Plessis,CH Morris,1,0,0,1,0.0,100.0
F du Plessis,CJ Jordan,16,22,24,0,137.5,0.0
F du Plessis,CR Woakes,2,0,0,0,0.0,0.0
F du Plessis,CV Varun,41,59,65,2,143.90243902439025,4.878048780487805
F du Plessis,DL Chahar,15,22,23,1,146.66666666666666,6.666666666666667
F du Plessis,DS Kulkarni,6,12,12,0,200.0,0.0
F du Plessis,DS Rathi,5,6,11,0,120.0,0.0
F du Plessis,DT Christian,7,5,6,0,71.42857142857143,0.0
F du Plessis,Fazalhaq Farooqi,12,17,17,0,141.66666666666669,0.0
F du Plessis,G Coetzee,7,12,12,0,171.42857142857142,0.0
F du Plessis,GD Phillips,2,3,3,0,150.0,0.0
F du Plessis,GJ Maxwell,1,0,0,1,0.0,100.0
F du Plessis,HH Pandya,7,6,6,0,85.71428571428571,0.0
F du Plessis,HR Shokeen,3,13,13,0,433.3333333333333,0.0
F du Plessis,HV Patel,16,13,14,1,81.25,6.25
F du Plessis,Harpreet Brar,38,66,72,1,173.6842105263158,2.631578947368421
F du Plessis,Harshit Rana,15,28,29,1,186.66666666666663,6.666666666666667
F du Plessis,I Sharma,2,2,2,0,100.0,0.0
F du Plessis,J Little,11,34,34,1,309.09090909090907,9.090909090909092
F du Plessis,J Suchith,15,19,21,0,126.66666666666666,0.0
F du Plessis,JA Richardson,14,19,24,0,135.71428571428572,0.0
F du Plessis,JC Archer,7,5,5,0,71.42857142857143,0.0
F du Plessis,JD Unadkat,28,56,57,2,200.0,7.142857142857142
F du Plessis,JDS Neesham,3,4,4,0,133.33333333333331,0.0
F du Plessis,JJ Bumrah,16,26,27,1,162.5,6.25
F du Plessis,JP Behrendorff,20,42,42,0,210.0,0.0
F du Plessis,JR Hazlewood,4,5,5,0,125.0,0.0
F du Plessis,K Gowtham,4,3,3,0,75.0,0.0
F du Plessis,K Kartikeya,7,7,8,0,100.0,0.0
F du Plessis,K Rabada,2,0,0,1,0.0,50.0
F du Plessis,KA Jamieson,9,11,11,0,122.22222222222224,0.0
F du Plessis,KA Pollard,7,5,5,1,71.42857142857143,14.285714285714285
F du Plessis,KH Pandya,42,45,46,1,107.14285714285714,2.380952380952381
F du Plessis,KK Ahmed,23,38,39,1,165.2173913043478,4.3478260869565215
F du Plessis,KL Nagarkoti,5,12,12,0,240.0,0.0
F du Plessis,KM Asif,11,19,19,1,172.72727272727272,9.090909090909092
F du Plessis,KR Sen,2,0,0,1,0.0,50.0
F du Plessis,Kartik Tyagi,14,30,31,0,214.28571428571428,0.0
F du Plessis,Kuldeep Yadav,7,6,6,0,85.71428571428571,0.0
F du Plessis,LH Ferguson,29,58,60,0,200.0,0.0
F du Plessis,LS Livingstone,9,19,20,0,211.11111111111111,0.0
F du Plessis,M Ashwin,12,15,15,0,125.0,0.0
F du Plessis,M Jansen,3,1,1,1,33.33333333333333,33.33333333333333
F du Plessis,M Markande,4,4,4,0,100.0,0.0
F du Plessis,M Pathirana,2,1,1,0,50.0,0.0
F du Plessis,M Prasidh Krishna,29,27,28,1,93.10344827586206,3.4482758620689653
F du Plessis,M Siddharth,14,22,22,0,157.14285714285714,0.0
F du Plessis,M Theekshana,26,24,25,1,92.3076923076923,3.8461538461538463
F du Plessis,MA Starc,8,7,9,0,87.5,0.0
F du Plessis,MA Wood,10,10,15,0,100.0,0.0
F du Plessis,MC Henriques,4,2,3,0,50.0,0.0
F du Plessis,MJ Santner,9,8,8,0,88.88888888888889,0.0
F du Plessis,MJ Suthar,5,12,12,0,240.0,0.0
F du Plessis,MM Ali,7,7,7,2,100.0,28.57142857142857
F du Plessis,MM Sharma,7,18,18,0,257.1428571428572,0.0
F du Plessis,MP Stoinis,6,14,14,0,233.33333333333331,0.0
F du Plessis,MP Yadav,1,0,0,1,0.0,100.0
F du Plessis,MR Marsh,8,8,9,2,100.0,25.0
F du Plessis,Mayank Dagar,12,12,12,0,100.0,0.0
F du Plessis,Mohammad Nabi,3,5,5,0,166.66666666666669,0.0
F du Plessis,Mohammed Shami,34,54,58,1,158.8235294117647,2.941176470588235
F du Plessis,Mohammed Siraj,14,17,17,0,121.42857142857142,0.0
F du Plessis,Mohsin Khan,1,0,0,1,0.0,100.0
F du Plessis,Mukesh Choudhary,14,30,30,0,214.28571428571428,0.0
F du Plessis,Mukesh Kumar,8,13,13,1,162.5,12.5
F du Plessis,Mustafizur Rahman,25,30,31,1,120.0,4.0
F du Plessis,N Burger,2,5,5,0,250.0,0.0
F du Plessis,NT Ellis,13,23,23,1,176.9230769230769,7.6923076923076925
F du Plessis,Navdeep Saini,16,32,33,0,200.0,0.0
F du Plessis,Naveen-ul-Haq,8,13,13,0,162.5,0.0
F du Plessis,Nithish Kumar Reddy,5,3,4,0,60.0,0.0
F du Plessis,Noor Ahmad,3,2,2,1,66.66666666666666,33.33333333333333
F du Plessis,OC McCoy,4,2,2,1,50.0,25.0
F du Plessis,OF Smith,8,18,18,0,225.0,0.0
F du Plessis,PJ Cummins,38,73,76,2,192.10526315789477,5.263157894736842
F du Plessis,PJ Sangwan,3,0,0,1,0.0,33.33333333333333
F du Plessis,PP Chawla,26,27,27,0,103.84615384615384,0.0
F du Plessis,PVD Chameera,5,7,7,0,140.0,0.0
F du Plessis,PWH de Silva,4,2,2,0,50.0,0.0
F du Plessis,R Ashwin,40,45,45,0,112.5,0.0
F du Plessis,R Dhawan,2,0,0,1,0.0,50.0
F du Plessis,R Parag,3,2,2,0,66.66666666666666,0.0
F du Plessis,R Sai Kishore,13,13,13,1,100.0,7.6923076923076925
F du Plessis,R Shepherd,6,12,12,0,200.0,0.0
